Codigo    Quant  PUnit      Valor
11407      6     900,00     5400,00
11408      7     900,00     6300,00
11409      5    1100,00     5500,00
11410      8    1100,00     8800,00
11411      9    1100,00     9900,00
11412      7    1100,00     7700,00
11413     11    1100,00    12100,00
11414     15    1250,00    18750,00
11415     10    1250,00    12500,00
11416      9    1250,00    11250,00
11417     13    1250,00    16250,00
11418     11    1250,00    13750,00
11419      9    1400,00    12600,00
11420      5    1400,00     7000,00
11421      5    2000,00    10000,00
11422      7    2000,00    14000,00
11423      6    3250,00    19500,00
11424      5    3250,00    16250,00
11425      6    2500,00    15000,00
11501     11     800,00     8800,00
11502     18     800,00    14400,00
11503     14     875,00    12250,00
11504     16     875,00    14000,00
11505     11     900,00     9900,00
11506     14     900,00    12600,00
11507     12     900,00    10800,00
11508     13     900,00    11700,00
11509     15    1100,00    16500,00
11510     11    1100,00    12100,00
11511     14    1100,00    15400,00
11512     13    1100,00    14300,00
11513     10    1100,00    11000,00
11514     15    1250,00    18750,00
11515     10    1250,00    12500,00
11516     14    1250,00    17500,00
11517     11    1250,00    13750,00
11518     13    1250,00    16250,00
11519     10    1400,00    14000,00
11520     12    1400,00    16800,00
11521     10    2000,00    20000,00
11522      8    2000,00    16000,00
11523      7    3250,00    22750,00
11524      7    3250,00    22750,00
11525      8    2500,00    20000,00
11601      6     800,00     4800,00
11602      6     800,00     4800,00
11603      8     875,00     7000,00
11604      7     875,00     6125,00
11605     11     900,00     9900,00
11606      8     900,00     7200,00
11607      5     900,00     4500,00
11608      7     900,00     6300,00
11609      6    1100,00     6600,00
11610      9    1100,00     9900,00
11611      7    1100,00     7700,00
11612      3    1100,00     3300,00
11613      4    1100,00     4400,00
11614     10    1250,00    12500,00
11615      7    1250,00     8750,00
11616      6    1250,00     7500,00
11617     11    1250,00    13750,00
11618      9    1250,00    11250,00
11619     13    1400,00    18200,00
11620     10    1400,00    14000,00
11621      7    2000,00    14000,00
11622      9    2000,00    18000,00
11623      7    3250,00    22750,00
11624      5    3250,00    16250,00
11625      4    2500,00    10000,00
11701      3     800,00     2400,00
11702     11     800,00     8800,00
11703      6     875,00     5250,00
11704      6     875,00     5250,00
11705     10    1100,00    11000,00
11706     12    1100,00    13200,00
11707      8    1100,00     8800,00
11708      7    1100,00     7700,00
11709      7    1500,00    10500,00
11710      7    1500,00    10500,00
11711      8    1600,00    12800,00
11712      6    1600,00     9600,00
11713      5    1450,00     7250,00
11714      4    1450,00     5800,00
11715      3    1700,00     5100,00
11716      5    1700,00     8500,00
11717      2    1800,00     3600,00
11718      4    1800,00     7200,00
11719      6    1400,00     8400,00
11720      4    1400,00     5600,00
11721      4    2000,00     8000,00
11722      5    2000,00    10000,00
11723      5    3250,00    16250,00
11724      6    3250,00    19500,00
11725      1    5500,00     5500,00
11801      6     600,00     3600,00
11802      5     600,00     3000,00
11803     11     700,00     7700,00
11804      5     700,00     3500,00
11805      8     900,00     7200,00
11806      7     900,00     6300,00
11807      6    1525,00     9150,00
11808      7    1525,00    10675,00
11809      3    1525,00     4575,00
11810      2    1525,00     3050,00
11811      5    1525,00     7625,00
11812      8    1525,00    12200,00
11813      7    1525,00    10675,00
11814      4    1525,00     6100,00
11815      8    2475,00    19800,00
11816      9    2475,00    22275,00
11817      6    2475,00    14850,00
11818      4    2475,00     9900,00
11819      4    2475,00     9900,00
11820      5    2475,00    12375,00
11821      7    2475,00    17325,00
11822      4    2475,00     9900,00
11823      8    2500,00    20000,00
11824      3    2500,00     7500,00
11825      2    3500,00     7000,00
11901      7     600,00     4200,00
11902      6     600,00     3600,00
11903     10     700,00     7000,00
11904      6     700,00     4200,00
11905      7     900,00     6300,00
11906      5     900,00     4500,00
11907      4    1525,00     6100,00
11908      7    1525,00    10675,00
11909      6    1525,00     9150,00
11910      5    1525,00     7625,00
11911      6    1525,00     9150,00
11912      5    1525,00     7625,00
11913      6    1525,00     9150,00
11914      8    1525,00    12200,00
11915      6    2475,00    14850,00
11916      8    2475,00    19800,00
11917      5    2475,00    12375,00
11918      8    2475,00    19800,00
11919      6    2475,00    14850,00
11920      8    2475,00    19800,00
11921      6    2475,00    14850,00
11922      7    2475,00    17325,00
11923      4    2500,00    10000,00
11924      5    2500,00    12500,00
11925      5    3500,00    17500,00
12001      9     600,00     5400,00
12002      7     600,00     4200,00
12003     14     700,00     9800,00
12004     16     700,00    11200,00
12005     10     900,00     9000,00
12006     10     900,00     9000,00
12007      8    1525,00    12200,00
12008      9    1525,00    13725,00
12009      3    1525,00     4575,00
12010      6    1525,00     9150,00
12011      7    1525,00    10675,00
12012      9    1525,00    13725,00
12013      5    1525,00     7625,00
12014      7    1525,00    10675,00
12015     11    2475,00    27225,00
12016      8    2475,00    19800,00
12017      8    2475,00    19800,00
12018      6    2475,00    14850,00
12019      8    2475,00    19800,00
12020      5    2475,00    12375,00
12021      5    2475,00    12375,00
12022      9    2475,00    22275,00
12023      7    2500,00    17500,00
12024      5    2500,00    12500,00
12025      5    3500,00    17500,00
20001   2056      12,80    26316,80
20002   5090      15,20    77368,00
20003   6344      10,50    66612,00
20004  10052      17,85   179428,00
20005   9900      10,95   108405,00
20006   1233      43,00    53019,00
20007   1145      43,00    49235,00
20008   1130      43,00    48590,00
20009   1030      43,00    44290,00
20010   1288      43,00    55384,00
20011  10066       5,85    58886,10
20012  18300       5,85   107055,00
20013  18587       5,85   108733,95
20014  19525       5,85   114221,25
20015  13222       5,85    77348,70
20016   3660      25,30    92598,00
20017   4723      25,30   119491,90
20018   1434      25,30    36280,20
20019   6782      25,30   171584,60
20020   2644      25,30    66893,20
20021   4833      27,30   131940,90
20022   4521      27,30   123423,30
20023   3640      27,30    99372,00
20024   5703      27,30   155691,90
10005     10     350,00     3500,00
10006     10     350,00     3500,00
10007     10     300,00     3000,00
10008     10     310,00     3100,00
11201     10     350,00     3500,00
11202     10     350,00     3500,00
11203     10     370,00     3700,00
11204     10     370,00     3700,00
11205     10     450,00     4500,00
11206     10     460,00     4600,00
11207     10     450,00     4500,00
11208     10     460,00     4600,00
11209     10     600,00     6000,00
11210     10     600,00     6000,00
11211     10     700,00     7000,00
11212     10     700,00     7000,00
11213     10     700,00     7000,00
11214     10     700,00     7000,00
11215     10     700,00     7000,00
11216     10     700,00     7000,00
11217     10     700,00     7000,00
11218     10     825,00     8250,00
11219     10     825,00     8250,00
11220     10     825,00     8250,00
11221     10     875,00     8750,00
11222     10     875,00     8750,00
11223     10     900,00     9000,00
11224      5    1000,00     5000,00
11225      5    1100,00     5500,00
